"County","Cases","Deaths"
" Atlantic","238","3602"
" Bergen","1788","21277"
" Burlington","438","6159"
" Camden","528","8820"
" Cape May","83","848"
" Cumberland","146","3438"
" Essex","1877","19938"
" Gloucester","208","3445"
" Hudson","1341","19911"
" Hunterdon","70","1163"
" Mercer","583","8199"
" Middlesex","1210","18119"
" Monmouth","761","10496"
" Morris","683","7350"
" Ocean","953","10763"
" Passaic","1097","17963"
" Salem","81","933"
" Somerset","491","5317"
" Sussex","161","1353"
" Union","1182","16879"
" Warren","158","1368"
"Total","14077","187341"
